DonationID,DonorID,DonationDate,Amount,CampaignID
DNT000057,DNR01821,21/04/2017,107.25,CAMP004
DNT000058,DNR02441,1/02/2024,66.35,CAMP003
DNT000059,DNR02240,23/04/2020,36.21,CAMP004
DNT000060,DNR04831,2/06/2017,91.36,CAMP005
DNT000061,DNR00649,25/03/2018,121.5,CAMP009
DNT000062,DNR00117,9/09/2017,40.44,CAMP004
DNT000063,DNR03152,17/05/2022,204.9,CAMP009
DNT000064,DNR01277,15/11/2023,66.75,CAMP004
DNT000065,DNR00372,8/09/2022,104.13,CAMP001
DNT000066,DNR00156,15/04/2022,95.59,CAMP001
DNT000067,DNR04879,14/03/2017,59.29,CAMP004
DNT000068,DNR02104,6/10/2018,229.99,CAMP004
DNT000069,DNR04404,16/09/2024,61.23,CAMP010
DNT000070,DNR00797,10/03/2019,291.87,CAMP007
DNT000071,DNR03250,6/04/2019,164.63,CAMP001
DNT000072,DNR02380,15/04/2019,15.48,CAMP005
DNT000073,DNR01426,9/01/2024,71.36,CAMP010
DNT000074,DNR04593,27/05/2024,49.14,CAMP008
DNT000075,DNR00303,13/03/2016,53.89,CAMP008
DNT000076,DNR03246,9/05/2019,27.48,CAMP007
DNT000077,DNR03835,15/05/2021,14.3,CAMP004
DNT000078,DNR03831,17/05/2023,60.57,CAMP007
DNT000079,DNR00999,2/01/2024,25.21,CAMP001
DNT000080,DNR00421,30/11/2020,61.62,CAMP006
DNT000081,DNR03885,11/06/2016,34.36,CAMP007
DNT000082,DNR01842,5/12/2016,55.87,CAMP003
DNT000083,DNR04523,26/12/2021,91.08,CAMP008
DNT000084,DNR04817,24/06/2022,20.01,CAMP008
DNT000085,DNR01965,23/11/2017,53.09,CAMP008
DNT000086,DNR00758,1/10/2024,246.72,CAMP005
DNT000087,DNR00024,24/05/2018,51.41,CAMP007
DNT000088,DNR02543,11/06/2023,69.9,CAMP005
DNT000089,DNR04304,13/05/2015,300.13,CAMP008
DNT000090,DNR01306,4/01/2016,93.54,CAMP009
DNT000091,DNR03629,10/04/2021,123.67,CAMP004
DNT000092,DNR04623,6/02/2015,207.28,CAMP004
DNT000093,DNR04168,27/07/2021,198.77,CAMP007
DNT000094,DNR00105,10/08/2019,23.11,CAMP007
DNT000095,DNR02566,14/02/2024,21.76,CAMP008
DNT000096,DNR00771,23/01/2023,78.41,CAMP007
DNT000097,DNR01710,27/07/2023,83.51,CAMP007
DNT000098,DNR00039,29/06/2018,162.09,CAMP006
DNT000099,DNR04858,7/12/2018,259.41,CAMP006
DNT000100,DNR00374,6/11/2024,78.42,CAMP010
DNT000101,DNR01114,19/06/2022,135.56,CAMP003
DNT000102,DNR01266,6/10/2024,38,CAMP004
DNT000103,DNR03163,15/08/2019,85.15,CAMP010
DNT000104,DNR01389,6/01/2021,50.97,CAMP004
DNT000105,DNR04800,30/05/2016,40.9,CAMP009
DNT000106,DNR00030,20/10/2023,39.79,CAMP006
DNT000107,DNR04112,21/04/2015,191.08,CAMP010
DNT000108,DNR04379,26/09/2015,231.88,CAMP003
DNT000109,DNR04694,9/03/2017,13.4,CAMP004
DNT000110,DNR02438,4/07/2020,37.31,CAMP006
DNT000111,DNR03289,24/12/2022,34.52,CAMP006
DNT000112,DNR03392,28/04/2015,13.82,CAMP005
DNT000113,DNR03040,28/09/2021,44.72,CAMP001
DNT000114,DNR02751,28/01/2022,16.74,CAMP010
DNT000115,DNR04746,29/01/2019,76.47,CAMP006
DNT000116,DNR04508,13/09/2021,97.65,CAMP004
DNT000117,DNR02026,5/09/2024,135.76,CAMP008
DNT000118,DNR03774,16/01/2016,204.1,CAMP010
DNT000119,DNR04572,7/12/2024,190.78,CAMP001
DNT000120,DNR04128,11/04/2020,182.11,CAMP005
DNT000121,DNR04287,6/11/2019,227.67,CAMP004
DNT000122,DNR04719,31/01/2018,53.45,CAMP005
DNT000123,DNR00473,23/11/2019,43.71,CAMP009
DNT000124,DNR00339,4/04/2021,79.5,CAMP007
DNT000125,DNR02653,10/06/2020,66.09,CAMP003
DNT000126,DNR01257,6/02/2023,57.92,CAMP003
DNT000127,DNR02811,8/04/2024,168.54,CAMP007
DNT000128,DNR00614,16/07/2016,129.01,CAMP001
DNT000129,DNR04827,14/09/2015,495.99,CAMP008
DNT000130,DNR04066,13/06/2023,28.91,CAMP003
DNT000131,DNR00866,18/09/2020,34.62,CAMP008
DNT000132,DNR03034,15/05/2024,79.82,CAMP008
DNT000133,DNR00533,15/09/2017,177.61,CAMP002
DNT000134,DNR00378,28/01/2021,140.66,CAMP003
DNT000135,DNR04798,21/01/2024,142.43,CAMP010
DNT000136,DNR00784,3/01/2020,157.91,CAMP001
DNT000137,DNR03604,20/05/2022,14.6,CAMP006
DNT000138,DNR02539,19/05/2021,19.42,CAMP003
DNT000139,DNR04209,27/08/2024,21.27,CAMP009
DNT000140,DNR02658,16/04/2020,308.57,CAMP001
DNT000141,DNR03479,10/04/2022,101.38,CAMP008
DNT000142,DNR02830,18/01/2021,62.57,CAMP007
DNT000143,DNR04813,4/09/2023,115.57,CAMP007
DNT000144,DNR01988,17/10/2024,210,CAMP008
DNT000145,DNR03252,15/12/2019,374.72,CAMP009
DNT000146,DNR01013,24/12/2019,146.7,CAMP008
DNT000147,DNR04737,28/04/2021,23.92,CAMP006
DNT000148,DNR01983,6/02/2021,130.03,CAMP001
DNT000149,DNR04117,29/02/2024,133.3,CAMP001
DNT000150,DNR01140,7/12/2018,189.21,CAMP007
DNT000151,DNR01841,31/01/2020,47.18,CAMP003
DNT000152,DNR01192,16/06/2016,10.56,CAMP003
DNT000153,DNR03047,31/10/2015,227.88,CAMP009
DNT000154,DNR02848,1/09/2021,150.43,CAMP010
DNT000155,DNR00713,15/07/2022,212.23,CAMP004
DNT000156,DNR03199,24/06/2015,250.48,CAMP003
DNT000157,DNR01988,29/05/2024,17.73,CAMP002
DNT000158,DNR04761,14/08/2016,118.52,CAMP005
DNT000159,DNR03983,30/12/2021,12.24,CAMP009
DNT000160,DNR00848,26/05/2022,343.85,CAMP008
DNT000161,DNR02287,21/05/2022,31.73,CAMP008
DNT000162,DNR03957,23/09/2021,58.47,CAMP001
DNT000163,DNR02366,16/01/2022,92.47,CAMP009
DNT000164,DNR03072,23/01/2024,134.55,CAMP008
DNT000165,DNR03736,15/09/2023,214.1,CAMP003
DNT000166,DNR04849,28/05/2022,120.93,CAMP008
DNT000167,DNR00071,14/11/2022,73.53,CAMP009
DNT000168,DNR00770,2/07/2020,597.97,CAMP002
DNT000169,DNR03496,23/11/2021,120.03,CAMP001
DNT000170,DNR00934,28/07/2016,84.95,CAMP001
DNT000171,DNR02532,8/05/2020,21.13,CAMP001
DNT000172,DNR03815,7/06/2021,31.56,CAMP005
DNT000173,DNR00834,27/07/2022,94.33,CAMP002
DNT000174,DNR03743,28/07/2020,94.5,CAMP004
DNT000175,DNR00112,25/08/2023,30.89,CAMP001
DNT000176,DNR02138,16/07/2020,284.82,CAMP002
DNT000177,DNR04823,6/10/2020,164.63,CAMP007
DNT000178,DNR02450,12/05/2023,192.69,CAMP009
DNT000179,DNR02887,2/06/2016,110.52,CAMP006
DNT000180,DNR01689,26/09/2017,11.24,CAMP010
DNT000181,DNR01638,10/07/2021,121.07,CAMP010
DNT000182,DNR04083,12/01/2018,13.1,CAMP005
DNT000183,DNR00478,4/05/2022,373.16,CAMP010
DNT000184,DNR01716,15/11/2021,166.18,CAMP007
DNT000185,DNR03240,6/05/2021,54.13,CAMP009
DNT000186,DNR00376,27/08/2023,251.48,CAMP002
DNT000187,DNR00450,12/06/2017,75.29,CAMP006
DNT000188,DNR03224,7/07/2018,164,CAMP003
DNT000189,DNR00917,2/02/2022,136.01,CAMP010
DNT000190,DNR04017,2/03/2022,107.93,CAMP010
DNT000191,DNR02796,18/03/2016,172.52,CAMP004
DNT000192,DNR03793,15/03/2023,77.45,CAMP005
DNT000193,DNR01988,29/07/2019,22.66,CAMP005
DNT000194,DNR00161,14/03/2024,328.82,CAMP010
DNT000195,DNR03574,13/09/2023,60.74,CAMP008
DNT000196,DNR01624,26/01/2019,68.71,CAMP005
DNT000197,DNR03721,23/02/2017,37.55,CAMP002
DNT000198,DNR03563,8/02/2019,180.31,CAMP002
DNT000199,DNR02789,19/02/2017,20.09,CAMP001
DNT000200,DNR01319,22/04/2020,151.19,CAMP002
DNT000201,DNR02774,10/03/2023,66.19,CAMP001
DNT000202,DNR01404,10/01/2017,262.08,CAMP003
DNT000203,DNR04882,15/09/2023,22.19,CAMP005
DNT000204,DNR03120,29/01/2020,38.06,CAMP003
DNT000205,DNR04350,24/03/2023,125.92,CAMP007
DNT000206,DNR03460,19/03/2021,45.1,CAMP010
DNT000207,DNR00440,21/11/2023,72.71,CAMP002
DNT000208,DNR03346,4/02/2015,146.02,CAMP005
DNT000209,DNR00519,26/09/2015,59.11,CAMP003
DNT000210,DNR04186,1/12/2017,131.87,CAMP002
DNT000211,DNR01390,18/04/2023,42.53,CAMP004
DNT000212,DNR00501,20/07/2019,268.51,CAMP009
DNT000213,DNR02747,21/12/2023,49.65,CAMP009
DNT000214,DNR03538,20/08/2018,24.11,CAMP006
DNT000215,DNR02563,9/03/2015,49.93,CAMP007
DNT000216,DNR00308,7/10/2018,54.65,CAMP001
DNT000217,DNR04005,28/10/2016,47.07,CAMP003
DNT000218,DNR02235,17/02/2021,167.54,CAMP002
DNT000219,DNR00177,8/05/2019,149.35,CAMP009
DNT000220,DNR00626,22/08/2024,216.55,CAMP010
DNT000221,DNR03716,28/06/2015,27.21,CAMP008
DNT000222,DNR00198,26/08/2017,258.92,CAMP003
DNT000223,DNR02505,17/09/2024,25.3,CAMP010
DNT000224,DNR04319,12/05/2021,95.06,CAMP008
DNT000225,DNR01365,5/03/2022,98.98,CAMP010
DNT000226,DNR03017,16/08/2020,11.93,CAMP008
DNT000227,DNR02955,22/02/2018,191.85,CAMP008
DNT000228,DNR00630,25/01/2024,13.16,CAMP004
DNT000229,DNR01344,16/01/2024,89.71,CAMP007
DNT000230,DNR03228,18/02/2024,232.88,CAMP010
DNT000231,DNR00377,30/09/2024,65.99,CAMP008
DNT000232,DNR02655,7/10/2017,22.25,CAMP010
DNT000233,DNR03478,24/12/2024,227.09,CAMP005
DNT000234,DNR02096,31/07/2019,40.58,CAMP009
DNT000235,DNR03840,10/07/2024,191.22,CAMP009
DNT000236,DNR02446,21/10/2015,61.12,CAMP003
DNT000237,DNR01040,21/07/2019,174.28,CAMP003
DNT000238,DNR04867,6/11/2024,148.28,CAMP008
DNT000239,DNR04722,8/06/2015,326.31,CAMP007
DNT000240,DNR01921,28/07/2017,88.5,CAMP009
DNT000241,DNR04528,16/11/2017,37.22,CAMP002
DNT000242,DNR02590,13/11/2020,33.43,CAMP002
DNT000243,DNR02087,2/03/2020,167.16,CAMP007
DNT000244,DNR04000,8/07/2016,60.42,CAMP008
DNT000245,DNR00249,2/01/2018,27.43,CAMP003
DNT000246,DNR03858,14/04/2017,115.09,CAMP001
DNT000247,DNR00942,27/10/2021,67.46,CAMP010
DNT000248,DNR00678,19/12/2019,314.29,CAMP007
DNT000249,DNR02467,2/11/2021,23.4,CAMP006
DNT000250,DNR04147,24/10/2018,65.92,CAMP001
DNT000251,DNR00210,6/06/2017,209.1,CAMP009
DNT000252,DNR03967,21/02/2020,26.15,CAMP006
DNT000253,DNR02825,4/06/2018,263.16,CAMP005
DNT000254,DNR01624,28/01/2020,89.38,CAMP003
DNT000255,DNR01869,29/11/2017,13.29,CAMP009
DNT000256,DNR00903,27/02/2024,15.31,CAMP007
DNT000257,DNR03608,24/04/2021,174.79,CAMP004
DNT000258,DNR04245,4/12/2020,104.71,CAMP001
DNT000259,DNR02022,22/09/2022,158.08,CAMP004
DNT000260,DNR01571,17/02/2020,208.27,CAMP003
DNT000261,DNR02443,14/12/2016,240.21,CAMP006
DNT000262,DNR00223,13/05/2017,62.23,CAMP001
DNT000263,DNR02305,15/10/2016,169.57,CAMP004
DNT000264,DNR00444,1/10/2021,152.27,CAMP001
DNT000265,DNR04437,28/10/2022,30.57,CAMP001
DNT000266,DNR03638,16/04/2024,279.42,CAMP006
DNT000267,DNR04246,15/07/2019,36.98,CAMP006
DNT000268,DNR01608,16/03/2021,65.26,CAMP009
DNT000269,DNR04683,9/01/2022,183.42,CAMP007
DNT000270,DNR02963,16/04/2022,49.68,CAMP006
DNT000271,DNR01387,3/05/2023,96.44,CAMP003
DNT000272,DNR04152,22/09/2019,105.03,CAMP003
DNT000273,DNR00185,5/06/2016,36.42,CAMP005
DNT000274,DNR01659,27/11/2017,52.72,CAMP006
DNT000275,DNR03139,12/04/2020,101.97,CAMP006
DNT000276,DNR01618,20/12/2024,29.26,CAMP008
DNT000277,DNR04165,9/05/2024,12.87,CAMP008
DNT000278,DNR00584,9/11/2024,143.45,CAMP001
DNT000279,DNR03697,3/11/2019,76.83,CAMP003
DNT000280,DNR04207,25/09/2017,172.59,CAMP005
DNT000281,DNR00131,17/07/2018,36.29,CAMP009
DNT000282,DNR01549,29/09/2015,207.22,CAMP004
DNT000283,DNR00038,9/03/2020,221.54,CAMP005
DNT000284,DNR03632,18/04/2022,119.18,CAMP001
DNT000285,DNR02615,27/02/2022,175.86,CAMP007
DNT000286,DNR00085,14/03/2019,83.1,CAMP002
DNT000287,DNR02874,29/05/2021,17.55,CAMP001
DNT000288,DNR04225,7/09/2020,111.93,CAMP002
DNT000289,DNR04788,14/05/2020,66.88,CAMP008
DNT000290,DNR01209,17/10/2024,39.64,CAMP001
DNT000291,DNR03788,30/05/2016,69.73,CAMP001
DNT000292,DNR02975,21/07/2017,44.65,CAMP001
DNT000293,DNR01672,20/06/2022,167.26,CAMP002
DNT000294,DNR01692,26/01/2017,17.08,CAMP001
DNT000295,DNR02903,15/12/2021,281.53,CAMP002
DNT000296,DNR04724,26/04/2022,105.94,CAMP007
DNT000297,DNR01843,3/09/2022,208.01,CAMP001
DNT000298,DNR02610,2/05/2015,124.72,CAMP010
DNT000299,DNR03038,16/03/2016,50.19,CAMP002
DNT000300,DNR01990,23/09/2018,20.57,CAMP003
DNT000301,DNR02065,7/11/2018,72.66,CAMP002
DNT000302,DNR02769,9/05/2024,41.65,CAMP003
DNT000303,DNR00115,17/11/2020,48.95,CAMP007
DNT000304,DNR00139,7/04/2017,102.92,CAMP002
DNT000305,DNR01316,15/03/2015,284.85,CAMP003
DNT000306,DNR01897,7/01/2022,221.95,CAMP006
DNT000307,DNR04225,25/05/2016,105.9,CAMP004
DNT000308,DNR04328,16/08/2017,120.22,CAMP001
DNT000309,DNR04711,2/03/2024,86.59,CAMP008
DNT000310,DNR00278,6/07/2020,94.77,CAMP007
DNT000311,DNR01239,22/10/2021,183.42,CAMP008
DNT000312,DNR01487,8/08/2016,67.41,CAMP009
DNT000313,DNR02996,3/04/2015,56.43,CAMP009
DNT000314,DNR01841,28/08/2024,94.36,CAMP003
DNT000315,DNR01417,12/02/2023,333.76,CAMP009
DNT000316,DNR03598,2/04/2024,179.04,CAMP006
DNT000317,DNR02635,9/06/2024,59.29,CAMP010
DNT000318,DNR03970,12/03/2018,140.43,CAMP010
DNT000319,DNR00988,13/11/2023,34.07,CAMP002
DNT000320,DNR03846,23/04/2018,51.4,CAMP001
DNT000321,DNR02289,23/02/2019,61.78,CAMP004
DNT000322,DNR04842,4/05/2016,39.63,CAMP009
DNT000323,DNR00273,27/05/2018,101.42,CAMP002
DNT000324,DNR03928,28/03/2016,298.64,CAMP001
DNT000325,DNR01947,12/01/2018,49.74,CAMP002
DNT000326,DNR01333,11/06/2024,105.32,CAMP007
DNT000327,DNR04615,25/04/2020,204.63,CAMP005
DNT000328,DNR00389,29/12/2024,60.98,CAMP005
DNT000329,DNR01029,26/04/2020,360.85,CAMP010
DNT000330,DNR00776,27/04/2023,226.37,CAMP004
DNT000331,DNR02888,22/02/2020,32.44,CAMP001
DNT000332,DNR00606,28/08/2020,21.95,CAMP008
DNT000333,DNR02145,21/07/2023,23.76,CAMP001
DNT000334,DNR01377,24/06/2024,126.63,CAMP010
DNT000335,DNR00063,19/11/2019,79.41,CAMP003
DNT000336,DNR01043,9/09/2020,372.23,CAMP002
DNT000337,DNR01235,7/06/2020,118.45,CAMP002
DNT000338,DNR02552,6/05/2020,26.95,CAMP009
DNT000339,DNR03596,26/08/2017,257.87,CAMP009
DNT000340,DNR00147,28/11/2023,89.2,CAMP005
DNT000341,DNR00543,22/11/2016,60.02,CAMP002
DNT000342,DNR03360,7/03/2018,25.7,CAMP010
DNT000343,DNR00730,7/01/2024,66.51,CAMP007
DNT000344,DNR02556,23/04/2020,15.15,CAMP008
DNT000345,DNR01039,23/03/2021,187.54,CAMP009
DNT000346,DNR04841,15/12/2021,154.82,CAMP004
DNT000347,DNR00773,31/03/2020,312.54,CAMP001
DNT000348,DNR03441,1/08/2017,252.76,CAMP007
DNT000349,DNR01214,10/01/2023,135.42,CAMP007
DNT000350,DNR00789,15/02/2020,11.48,CAMP001
DNT000351,DNR02026,8/12/2020,79.47,CAMP004
DNT000352,DNR04824,14/07/2016,11.59,CAMP004
DNT000353,DNR00540,31/07/2021,328.25,CAMP001
DNT000354,DNR03137,3/01/2024,333.75,CAMP007
DNT000355,DNR01945,12/08/2023,215.01,CAMP003
DNT000356,DNR03261,12/01/2015,101.66,CAMP001
DNT000357,DNR02501,27/08/2021,40.19,CAMP007
DNT000358,DNR04673,20/06/2021,41.31,CAMP003
DNT000359,DNR02803,7/07/2016,34.5,CAMP003
DNT000360,DNR02228,21/08/2020,93.31,CAMP003
DNT000361,DNR01150,4/03/2015,61.21,CAMP004
DNT000362,DNR02032,15/08/2018,201.84,CAMP005
DNT000363,DNR04145,19/10/2016,55.68,CAMP001
DNT000364,DNR02157,21/03/2019,26.3,CAMP003
DNT000365,DNR03082,28/08/2019,91.29,CAMP001
DNT000366,DNR04734,3/05/2021,115.5,CAMP003
DNT000367,DNR01650,13/11/2024,227.62,CAMP003
DNT000368,DNR03801,14/10/2021,48.32,CAMP004
DNT000369,DNR03816,30/08/2015,46.23,CAMP010
DNT000370,DNR04877,6/03/2021,105.79,CAMP001
DNT000371,DNR00367,28/09/2022,14.35,CAMP005
DNT000372,DNR04786,12/11/2024,219.44,CAMP004
DNT000373,DNR01644,27/04/2018,166.64,CAMP005
DNT000374,DNR00676,17/01/2016,18.98,CAMP006
DNT000375,DNR02286,28/02/2018,360.87,CAMP003
DNT000376,DNR01443,12/07/2019,66.58,CAMP003
DNT000377,DNR01025,23/12/2016,49.56,CAMP005
DNT000378,DNR04183,26/10/2016,33.85,CAMP005
DNT000379,DNR03318,26/07/2019,61.24,CAMP009
DNT000380,DNR03776,28/08/2024,19.25,CAMP007
DNT000381,DNR00534,6/02/2016,34.81,CAMP006
DNT000382,DNR04372,7/02/2023,12.57,CAMP002
DNT000383,DNR03650,18/08/2022,193.26,CAMP009
DNT000384,DNR00642,28/01/2024,82.61,CAMP010
DNT000385,DNR00738,27/01/2017,107.04,CAMP003
DNT000386,DNR03481,6/12/2015,108.52,CAMP007
DNT000387,DNR01136,30/06/2021,116.39,CAMP008
DNT000388,DNR01374,23/07/2020,73.15,CAMP009
DNT000389,DNR02942,18/10/2021,61.62,CAMP005
DNT000390,DNR02981,15/04/2021,45.24,CAMP006
DNT000391,DNR02126,14/02/2023,73.13,CAMP006
DNT000392,DNR02743,13/08/2020,231.27,CAMP005
DNT000393,DNR00763,10/10/2023,41.82,CAMP007
DNT000394,DNR03756,17/10/2022,404.03,CAMP001
DNT000395,DNR00687,25/06/2016,30.95,CAMP005
DNT000396,DNR03525,3/12/2024,50.51,CAMP010
DNT000397,DNR04181,15/11/2016,118.4,CAMP006
DNT000398,DNR04692,25/06/2022,18.2,CAMP003
DNT000399,DNR03062,20/05/2023,108.32,CAMP002
DNT000400,DNR04446,18/05/2021,20.63,CAMP004
DNT000401,DNR01561,13/03/2024,112.98,CAMP003
DNT000402,DNR01864,2/06/2020,24.44,CAMP006
DNT000403,DNR01919,1/12/2016,489.32,CAMP006
DNT000404,DNR04662,11/04/2024,124.87,CAMP004
DNT000405,DNR03453,6/06/2016,44.79,CAMP004
DNT000406,DNR02850,3/07/2016,38.6,CAMP010
DNT000407,DNR00833,22/01/2016,163.38,CAMP010
DNT000408,DNR00286,8/07/2022,43.57,CAMP010
DNT000409,DNR01446,8/10/2019,117.74,CAMP002
DNT000410,DNR03656,3/07/2017,80.06,CAMP007
DNT000411,DNR04427,11/01/2020,20.39,CAMP009
DNT000412,DNR04371,26/03/2024,20.66,CAMP009
DNT000413,DNR01776,24/12/2020,58.02,CAMP010
DNT000414,DNR03331,9/04/2021,40.59,CAMP002
DNT000415,DNR00526,23/09/2016,86.31,CAMP009
DNT000416,DNR04787,26/01/2021,59.57,CAMP005
DNT000417,DNR01018,20/08/2023,13.2,CAMP006
DNT000418,DNR00048,11/01/2024,90.34,CAMP001
DNT000419,DNR04723,3/04/2020,95.74,CAMP007
DNT000420,DNR02090,18/08/2020,70,CAMP008
DNT000421,DNR03985,28/01/2024,284.58,CAMP005
DNT000422,DNR03115,28/02/2018,13.56,CAMP006
DNT000423,DNR03580,1/08/2019,439.5,CAMP004
DNT000424,DNR03318,21/08/2024,24.55,CAMP003
DNT000425,DNR01432,1/04/2016,137.66,CAMP003
DNT000426,DNR00265,20/03/2024,138.36,CAMP002
DNT000427,DNR03318,8/08/2020,54.44,CAMP010
DNT000428,DNR03141,26/08/2017,18.21,CAMP006
DNT000429,DNR00084,9/01/2017,20.05,CAMP009
DNT000430,DNR01758,16/06/2020,137.98,CAMP003
DNT000431,DNR02453,7/04/2018,93.9,CAMP001
DNT000432,DNR00770,4/05/2018,154.39,CAMP010
DNT000433,DNR02125,8/08/2020,125.22,CAMP001
DNT000434,DNR00466,18/05/2020,128.22,CAMP004
DNT000435,DNR01946,29/03/2018,17.21,CAMP001
DNT000436,DNR02040,30/03/2018,294.52,CAMP010
DNT000437,DNR02783,16/02/2017,38.41,CAMP002
DNT000438,DNR02419,3/11/2021,102.46,CAMP004
DNT000439,DNR04832,13/12/2021,69.03,CAMP004
DNT000440,DNR01990,2/12/2017,152.07,CAMP008
DNT000441,DNR01698,15/12/2020,91.77,CAMP004
DNT000442,DNR01666,7/06/2016,137.73,CAMP003
DNT000443,DNR02158,13/09/2018,146.83,CAMP004
DNT000444,DNR03950,27/01/2020,23.7,CAMP005
DNT000445,DNR02447,4/10/2024,39.1,CAMP005
DNT000446,DNR03862,1/07/2023,106.19,CAMP004
DNT000447,DNR04054,8/05/2023,82.35,CAMP010
DNT000448,DNR02569,3/02/2015,22.6,CAMP002
DNT000449,DNR00570,8/08/2015,24.73,CAMP003
DNT000450,DNR02123,30/06/2019,150.46,CAMP010
DNT000451,DNR04350,17/06/2023,167,CAMP010
DNT000452,DNR00515,23/08/2022,15.13,CAMP003
DNT000453,DNR01166,21/06/2017,118.44,CAMP005
DNT000454,DNR01105,1/02/2017,17.51,CAMP002
DNT000455,DNR01935,22/01/2023,16.02,CAMP002
DNT000456,DNR00069,30/05/2016,12.1,CAMP010
DNT000457,DNR01465,20/11/2017,270.62,CAMP002
DNT000458,DNR01626,30/06/2022,35.01,CAMP006
DNT000459,DNR01346,10/12/2015,34.56,CAMP008
DNT000460,DNR03543,16/07/2017,125.5,CAMP010
DNT000461,DNR01346,15/05/2019,94.43,CAMP006
DNT000462,DNR00931,19/07/2022,147.87,CAMP004
DNT000463,DNR02542,31/03/2020,153.9,CAMP008
DNT000464,DNR02926,4/12/2024,82.64,CAMP004
DNT000465,DNR00966,21/08/2017,56.5,CAMP009
DNT000466,DNR00623,19/12/2015,29.02,CAMP008
DNT000467,DNR02373,27/01/2023,167.65,CAMP004
DNT000468,DNR04750,22/02/2024,120.07,CAMP007
DNT000469,DNR02408,7/02/2017,26.34,CAMP010
DNT000470,DNR04261,2/01/2017,88.29,CAMP009
DNT000471,DNR04440,18/02/2020,108.79,CAMP006
DNT000472,DNR03199,17/08/2022,183.15,CAMP001
DNT000473,DNR01211,23/10/2017,29.67,CAMP006
DNT000474,DNR00498,9/03/2016,29.63,CAMP008
DNT000475,DNR01694,24/10/2016,33.11,CAMP009
DNT000476,DNR04399,18/09/2021,24.64,CAMP001
DNT000477,DNR00257,3/02/2016,127.55,CAMP005
DNT000478,DNR04732,16/02/2024,386.93,CAMP005
DNT000479,DNR01477,13/02/2017,63.38,CAMP008
DNT000480,DNR01665,1/02/2016,75.59,CAMP007
DNT000481,DNR01396,25/01/2018,15.98,CAMP005
